publication_id	publication_title	issue_number	issue_type	issue_year	issue_month	issue_day	printing_house_name
33	Katkı	1	regular issue	1970	9	15	
33	Katkı	2	regular issue	1970	10	15	
33	Katkı	3	regular issue	1970	11	15	
33	Katkı	4	regular issue	1970	12	15	
33	Katkı	5	regular issue	1971	1	15	
33	Katkı	6	regular issue	1971	2	15	
33	Katkı	7	regular issue	1971	3	15	
33	Katkı	8	regular issue	1971	4	15	
33	Katkı	9	regular issue	1974	12		
33	Katkı	10	regular issue	1975	1		
33	Katkı	11	regular issue	1975	2		
33	Katkı	12	regular issue	1975	3		
33	Katkı	13	regular issue	1975	4		
33	Katkı	14-15	regular issue	1975	5-6		
33	Katkı	16-17	regular issue	1975	7-8		
33	Katkı	18	regular issue	1975	9		
33	Katkı	19	regular issue	1975	10		
33	Katkı	20	regular issue	1975	11		
33	Katkı	21	regular issue	1975	12		
33	Katkı	22	regular issue	1976	1		
33	Katkı	23	regular issue	1976	2		
33	Katkı	24	regular issue	1976	3		
33	Katkı	25	regular issue	1976	4		
33	Katkı	26	regular issue	1976	8		
33	Katkı	27	regular issue	1976	9		
33	Katkı	28	regular issue	1976	12		
33	Katkı	29	regular issue	1977	3		
33	Katkı	30	regular issue	1977	4		
33	Katkı	31	regular issue	1977	5		
33	Katkı	32	regular issue	1977	9		
33	Katkı	33	regular issue	1977	10		
33	Katkı	34	regular issue	1977	11		
33	Katkı	35	regular issue	1978	3		
33	Katkı	36	regular issue	1978	8		
33	Katkı	37	regular issue	1980	7		
34	Köylü	1	regular issue				
34	Köylü	2	regular issue				
34	Köylü	3	regular issue	1969	6	11	
34	Köylü	4	regular issue	1969	6	27	
35	Köylü Birliği	1	regular issue	1969	8	5	
35	Köylü Birliği	2	regular issue	1969	9	24	
36	Kurtuluş	1	regular issue	1970	5		
36	Kurtuluş	2	regular issue	1970	6		
36	Kurtuluş	3	regular issue	1970	7		
36	Kurtuluş	4	regular issue	1970	8		
36	Kurtuluş	5	regular issue	1970	10		
36	Kurtuluş	6	regular issue	1970	11		
36	Kurtuluş	7	regular issue	1970	12		
36	Kurtuluş	8	regular issue	1971	3	15	
36	Kurtuluş	9	regular issue	1971	4	1	
37	Öncü İşçi	1	regular issue	1971	2	5	
37	Öncü İşçi	2	regular issue	1971	3	5	
37	Öncü İşçi	3	regular issue	1971	3	20	
37	Öncü İşçi	4	regular issue	1971	4	5	
37	Öncü İşçi	5	regular issue	1971	4	20	
38	Parti Gazetesi	1	regular issue	1971	2	1	
38	Parti Gazetesi	2	regular issue	1971	2	15	
38	Parti Gazetesi	3	regular issue	1971	3	1	
38	Parti Gazetesi	4	regular issue	1971	3	15	
38	Parti Gazetesi	5	regular issue	1971	4	1	
38	Parti Gazetesi	6	regular issue	1971	4	15	
38	Parti Gazetesi	7	regular issue	1971	5	15	
38	Parti Gazetesi	8	regular issue	1971	6	15	
38	Parti Gazetesi	9	regular issue	1971	7	1	
39	Partizan	1	regular issue	1970	5	1	
39	Partizan	2	regular issue	1970	5	15	
39	Partizan	3-4	regular issue	1970	6	1	
39	Partizan	5	regular issue	1970	8		
39	Partizan	6	regular issue	1970	9		
39	Partizan	7	regular issue	1970	12		
40	Sosyalist Parti	1	regular issue	1971	1		
40	Sosyalist Parti	2	regular issue	1971	2		
40	Sosyalist Parti	3	regular issue	1971	3		
40	Sosyalist Parti	4	regular issue	1971	4		
40	Sosyalist Parti	0	regular issue	1970	12		
41	Türkiye Defteri	1	regular issue	1971	4		
41	Türkiye Defteri	2	regular issue	1971			
41	Türkiye Defteri	3	regular issue	1971			
41	Türkiye Defteri	4	regular issue	1974	2		
41	Türkiye Defteri	5	regular issue	1974	3		
41	Türkiye Defteri	6	regular issue	1974	4		
41	Türkiye Defteri	7	regular issue	1974	5		
41	Türkiye Defteri	8	regular issue	1974	6		
41	Türkiye Defteri	9	regular issue	1974	7		
41	Türkiye Defteri	10	regular issue	1974	8		
41	Türkiye Defteri	11	regular issue	1974	9		
41	Türkiye Defteri	12	regular issue	1974	10		
41	Türkiye Defteri	13	regular issue	1974	11		
41	Türkiye Defteri	14	regular issue	1974	12		
41	Türkiye Defteri	15	regular issue	1975	1		
41	Türkiye Defteri	16	regular issue	1975	2		
41	Türkiye Defteri	17	regular issue	1975	3		
41	Türkiye Defteri	18	regular issue	1975	4		
41	Türkiye Defteri	19	regular issue				
41	Türkiye Defteri	20	regular issue				
42	Türkiye Solu	1	regular issue	1971	4	5	
42	Türkiye Solu	2	regular issue	1971	4	19	
43	Emek (2)	1	regular issue	1970	6		
43	Emek (2)	2	regular issue	1970	7		
43	Emek (2)	3	regular issue	1970	8		
43	Emek (2)	4	regular issue	1970	9		
43	Emek (2)	5	regular issue	1970	10		
43	Emek (2)	6	regular issue	1970	11		
43	Emek (2)	7	regular issue	1970	12		
43	Emek (2)	8	regular issue	1971	1		
43	Emek (2)	9	regular issue	1971	2		
43	Emek (2)	10	regular issue	1971	3		
43	Emek (2)	11	regular issue	1971	4		
43	Emek (2)	12	regular issue	1971	5		
